,X,steering_angles,travelled_dist,y
385,"['CH3_001_output/center/1479422864194378563.jpg', 'CH3_001_output/center/1479422864494438536.jpg', 'CH3_001_output/center/1479422864794511107.jpg']","[0.024434609338599998, 0.024434609338599998, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.024434609338599998, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0205680103242, 0.0144603502801, 0.00659848779399, 0.00174532923847, 0.00174532923847]","[0.0, 3.541051987456808, 7.029432537945604, 7.454080535459248, 8.25063068801125, 8.25063068801125, 9.047255552627876, 9.471903549979002, 10.26845361883122, 10.69310161550217, 11.36702002261167, 12.163644769995228, 12.588292769288174, 13.38484271979762, 13.809490717999648, 14.483497323082505, 14.90814532206188, 15.704689252197532, 16.18542491669139, 16.803116448551968, 17.49161251102884, 17.775753862829625, 18.572303611271316, 18.99695160762355, 19.793576035398477, 20.590125695947354, 21.38667532498035]","[143, 143, 144, 144, 144, 144, 144, 144, 144, 144, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 142, 142, 141, 141]"
386,"['CH3_001_output/center/1479422867399620278.jpg', 'CH3_001_output/center/1479422867647841016.jpg', 'CH3_001_output/center/1479422867947580433.jpg']","[-0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.0069813169539, -0.00924710702255, -0.0158649754432, -0.029922525124400003, -0.040172641243599996, -0.0418879017234, -0.0418879017234, -0.0418879017234, -0.041858762050099994, -0.0366519130766, -0.0349065847695, -0.0349065847695, -0.033171515686, -0.0321203324081, -0.0314159281552, -0.028817727100999998, -0.0279252678156, -0.024434609338599998]","[0.0, 3.6109930002743322, 7.221904715894675, 7.6465527137810945, 8.320557803821352, 8.745205801552526, 9.541754385436846, 9.966402382749134, 10.763025646211295, 11.47748926646029, 11.66487227721173, 12.461420744587167, 12.886068742951819, 13.682691888734112, 14.180276957242047, 14.773730554559897, 15.447735301339574, 15.872383299387074, 16.668931591347636, 17.093579589976354, 17.890127823789616, 18.686750766806384, 18.686750766806384, 19.483298940739115, 19.90794693857136, 20.704495056355157, 21.129143054356533]","[140, 140, 140, 140, 140, 140, 140, 140, 140, 139, 138, 137, 137, 137, 137, 137, 137, 137, 137, 138, 138, 138, 138, 138, 138]"
387,"['CH3_001_output/center/1479422870645859280.jpg', 'CH3_001_output/center/1479422870995915084.jpg', 'CH3_001_output/center/1479422871295916813.jpg']","[0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.0236923611196, 0.0215982850551]","[0.0, 3.8277353418650972, 7.141102186339159, 7.141102186339159, 7.565750183240463, 8.362297282830045, 8.362297282830045, 9.158844350340798, 9.280515848881647, 10.01948478408945, 10.444132782523171, 11.11804761078531, 11.542695608694475, 11.96734360570958, 12.64134670055352, 13.065994700303854, 13.739909425912254, 14.164557423029434, 14.961104288451473, 14.961104288451473, 16.059755244407, 17.280950020551195, 17.705598018676376, 18.37960087262555, 19.712715945153786, 20.50925667100185, 21.607907385179526]","[144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 144, 143, 143]"
388,"['CH3_001_output/center/1479422875248334654.jpg', 'CH3_001_output/center/1479422875996716672.jpg', 'CH3_001_output/center/1479422876696910901.jpg']","[-0.0024629749011999998, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00349065847695, -0.00193806046806, -0.00174532923847, 0.00153992687945, 0.004635527445010001, 0.008726646192370001, 0.0102483141103, 0.0127494025364, 0.0139626339078, 0.0209439508617, 0.0191986225545, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0069813169539, -0.00523598771542, -0.00726480509179, -0.0139626339078, -0.0104719754308]","[0.0, 4.092305562636649, 7.138812826006489, 7.138812826006489, 7.138812826006489, 7.138812826006489, 7.138812826006489, 7.138812826006489, 7.935433351813422, 7.935433351813422, 7.935433351813422, 7.935433351813422, 9.03399469608505, 10.13255601009266, 10.557204006919072, 11.406500000571896, 12.255795997202645, 13.60362269497506, 14.277536043861268, 15.126832039959096, 15.976128034911579, 16.825424029102816, 17.923985478444457, 18.773281474717763, 19.4472831960122, 20.54584454036586, 21.395140536904965]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 142, 142, 142, 142, 143, 143, 142, 142, 142, 142, 142, 142, 140, 140, 140, 140]"
389,"['CH3_001_output/center/1479422955660617276.jpg', 'CH3_001_output/center/1479422956066988030.jpg', 'CH3_001_output/center/1479422956410711066.jpg']","[0.00174532923847, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0076063368258, 0.011963050690899998, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0157079640776, 0.022107400391599998, 0.0276216372351, 0.0319865629793, 0.042666777046099995, 0.0534785791179, 0.0621820557766, 0.0663225129247, 0.0663225129247, 0.0561973671225, 0.051837860538, 0.0506145469844, 0.0506145469844, 0.0461907417792, 0.0401425734162, 0.0401425734162]","[0.0, 3.843050313188369, 7.261452195604306, 7.686100192584377, 7.686100192584377, 8.482719728457006, 8.907367725649472, 9.58127990254604, 10.00592790147398, 10.430575899726401, 11.104576344781076, 11.529224342661745, 12.31295849932542, 12.33750430520022, 13.134048929078585, 13.134048929078585, 13.55869692727659, 14.355316230755825, 14.355316230755825, 15.151854833396824, 16.250503035185286, 16.675151032698402, 18.268239902073887, 18.69288790001429, 19.508214764650297, 20.606774426377946, 21.031422424527275]","[141, 141, 141, 141, 142, 142, 142, 142, 142, 143, 143, 144, 144, 145, 146, 147, 148, 148, 147, 146, 146, 146, 146, 145, 145]"
390,"['CH3_001_output/center/1479422959361168075.jpg', 'CH3_001_output/center/1479422959663165896.jpg', 'CH3_001_output/center/1479422959961350804.jpg']","[0.033161256462300004, 0.0329853573601, 0.0293280315527, 0.018707907615900004, 0.00392313474146, -0.005384172263589999, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.00972484436359, -0.0139626339078, -0.012986385393700001, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0157079640776]","[0.0, 3.9129869963220205, 7.333274977876785, 7.707250637252348, 8.503793981084339, 8.92844197931981, 9.704593216461266, 9.744356308307797, 10.540899563159524, 10.984880373330553, 11.532344268364401, 12.299345627205508, 12.723993623863096, 13.52053676345265, 13.945184761649907, 14.619183315096235, 15.04383131222416, 15.8403743653931, 16.265022362211738, 16.938932477371715, 17.363580475774924, 18.160198177586434, 18.58484617557187, 19.258756184620797, 19.68340418271274, 20.480021797078933, 21.57857970359253]","[144, 144, 144, 143, 141, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 139]"
391,"['CH3_001_output/center/1479422962611827254.jpg', 'CH3_001_output/center/1479422962911808300.jpg', 'CH3_001_output/center/1479422963261883967.jpg']","[-0.042976688886199994, -0.024152140112799998, -0.00549080582879, 0.00782121146854, 0.020944196926400004, 0.0317427831176, 0.0354899396603, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766]","[0.0, 3.541025534782699, 7.6710328725560935, 8.018101612664104, 8.553965682221431, 9.350582218289832, 9.775230218047321, 10.571771958558953, 10.99641995637821, 11.670416857442202, 12.466958541116323, 12.891606539039035, 13.688148163759298, 14.112796161785145, 14.909412465863747, 15.33406046380037, 16.044547224102807, 16.747482809758974, 17.17213080747082, 17.968672258845046, 18.393320256988336, 19.18986165036393, 19.986477750516414, 20.411114615952375, 21.085022734987653, 21.50967073403546, 22.306286746633166]","[137, 139, 140, 142, 143, 144, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145]"
392,"['CH3_001_output/center/1479422965762691063.jpg', 'CH3_001_output/center/1479422966062314259.jpg', 'CH3_001_output/center/1479422966363268213.jpg']","[0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.025114647579799997, 0.0204303540849, 0.0129214399104, 0.00682105508488, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.0050964692985299995, 0.00174532923847, -0.00583464045966, -0.017704128816900002, -0.0281492073898, -0.035887380511300006, -0.043832190670800006, -0.0525337391562, -0.0617786195865, -0.0734618668133, -0.07679449021819999, -0.07679449021819999, -0.07499510451710001, -0.07155849784610001, -0.0676987159636]","[0.0, 3.9486322832420946, 7.559585168505973, 8.356125424604297, 8.780773423002643, 9.577388358791382, 10.373928529850925, 10.798576526569342, 11.595191374946024, 12.203512968642045, 12.690468711054423, 13.487008733702826, 14.10752296369147, 14.5864880686533, 15.383028007165144, 15.383028007165144, 16.179642649313507, 16.976182529414675, 17.400830527197915, 18.197370348934136, 18.993984876568785, 19.418632874562437, 20.2151726081366, 21.011787049487776, 21.436435046540684, 22.232974693616274, 23.029514309348748]","[144, 144, 144, 143, 143, 142, 142, 141, 141, 141, 141, 141, 140, 139, 138, 137, 137, 136, 135, 134, 133, 133, 133, 134, 134]"
393,"['CH3_001_output/center/1479422968712739936.jpg', 'CH3_001_output/center/1479422968962777441.jpg', 'CH3_001_output/center/1479422969262765282.jpg']","[-0.00174532923847, 0.0, -0.0019074246264100003, -0.0100693479863, -0.022055070616700003, -0.0327339482578, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.038397245109099996, -0.0366519130766, -0.035171031830800004, -0.024369201246, -0.0127805570083, -0.0069813169539, -0.0069813169539, -0.00523598771542, -0.00349065847695, 0.00174532923847, 0.00174532923847, -0.00873456177052, -0.0171216817912, -0.0191986225545, -0.0160517854596]","[0.0, 3.610953029329081, 7.54953982088121, 8.346153184941024, 8.770801182351255, 9.56733975039201, 10.363953026365326, 10.78860102457428, 11.585139506396407, 12.381677959970743, 12.80632595860893, 13.602939088858136, 14.399477453766776, 15.19609052827135, 15.620738526076341, 16.41727680310997, 17.213815052371377, 17.638463050648312, 18.43507597450731, 19.231608201981924, 19.656256200427165, 20.452869040393743, 21.24940711249484, 21.674055110151002, 22.470593129571615, 23.267205851877403, 24.063743807488905]","[141, 141, 141, 140, 139, 138, 137, 137, 137, 137, 137, 137, 137, 138, 140, 140, 140, 140, 141, 141, 141, 140, 139, 139, 139]"
394,"['CH3_001_output/center/1479422971463210244.jpg', 'CH3_001_output/center/1479422971763347492.jpg', 'CH3_001_output/center/1479422972013281268.jpg']","[0.0209439508617, 0.0209439508617, 0.0209439508617, 0.0197694497795, 0.0209439508617, 0.0209439508617, 0.0191986225545, 0.0191986225545, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.0174532923847, 0.016419114457, 0.015419984599600001]","[0.0, 4.03551965356454, 7.2744957015893545, 8.071107434032065, 8.867644405139137, 9.292292402853848, 10.088904048367372, 10.885440929658564, 11.31008892643345, 12.106625750261149, 12.903237276938032, 13.637413934191981, 14.068633484819143, 14.865244927182252, 15.661781604247544, 16.086429603140523, 16.882966221085063, 17.679577547056653, 18.104225545161036, 18.90076207669317, 19.697373314469353, 20.122021313003604, 20.918557756410344, 21.715094171117354, 22.13974216923258, 22.936353262020166, 23.732889589612675]","[143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 143, 142]"
395,"['CH3_001_output/center/1479422974313703512.jpg', 'CH3_001_output/center/1479422974563670733.jpg', 'CH3_001_output/center/1479422974913587045.jpg']","[-0.00714286220859, -0.000147440106669, 0.013604068212, 0.0311008891159, 0.0434650535128, 0.0496513058873, 0.0506145469844, 0.0506145469844, 0.0506145469844, 0.04639166680409999, 0.0402671171196, 0.0334201809925, 0.0263172742648, 0.019493773579, 0.014111405230900001, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078, 0.0139626339078]","[0.0, 3.610865247291584, 7.64738997784562, 8.443925344742771, 8.86857334329848, 9.665183385356915, 10.461718665843247, 10.886366662761867, 11.682901885198243, 12.479511812780451, 12.536050654177355, 13.303935211391407, 13.728583209368498, 14.525193048727886, 15.321728124267747, 15.746376121675112, 16.542911137501733, 17.339520864695235, 17.764157730397404, 18.560692658294144, 18.98534065734628, 19.65938702151033, 20.451262650429854, 20.87591065010787, 21.67244546618636, 22.469054986435793, 22.893702984284502]","[140, 141, 142, 144, 145, 146, 146, 146, 146, 146, 145, 144, 144, 143, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
396,"['CH3_001_output/center/1479422977364201172.jpg', 'CH3_001_output/center/1479422977664201297.jpg', 'CH3_001_output/center/1479422977967009097.jpg']","[0.012217304669299999, 0.0109481953091, 0.00833407290281, 0.00397396738717, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.0, -0.00349065847695, -0.0076616526101, -0.0107961214111, -0.013410878475600001, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078, -0.0139626339078]","[0.0, 3.540999864478736, 7.216371721792884, 8.012905516714, 8.437553514727883, 9.234161986494058, 9.658809984831006, 10.45534366148557, 11.251877311666417, 11.676525310215792, 12.350512643755119, 13.147046234013606, 13.571694231560011, 14.368302499959462, 15.164836005889152, 15.589484005126081, 16.386017448646378, 16.810665447467404, 17.6072735708841, 18.403806929797344, 18.403806929797344, 19.200414993928103, 19.996948294579344, 20.421596290938147, 21.21812953106368, 22.014737479203042, 22.43938547825253]","[142, 142, 142, 141, 141, 141, 141, 141, 141, 141, 141, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140, 140]"
397,"['CH3_001_output/center/1479422980364809486.jpg', 'CH3_001_output/center/1479422980664873521.jpg', 'CH3_001_output/center/1479422980914896428.jpg']","[-0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0174532923847, -0.0182933207063, -0.0191986225545, -0.0209439508617, -0.0226892810315, -0.0269894954049, -0.0330138951009, -0.04427633554830001, -0.05228200190219999, -0.057595863938300004, -0.057595863938300004, -0.057595863938300004, -0.057595863938300004, -0.057595863938300004, -0.057595863938300004, -0.057595863938300004]","[0.0, 4.035575232333323, 7.274542834072269, 8.071075028602895, 8.867681928030992, 9.29232992620545, 10.0888620337648, 10.885394109592042, 11.310042107240424, 12.035896248935416, 12.727431594316933, 13.152079593289725, 13.948686288765066, 14.745218220318408, 15.169866218352993, 15.966398092869483, 16.76300467176501, 17.187652671751703, 17.984184458145318, 18.78078501536166, 19.205433014191833, 20.00196471136712, 20.798496382014125, 21.223144381124605, 22.019750727360186, 22.81628231022289, 23.240930308546414]","[139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 138, 138, 136, 136, 135, 135, 135, 135, 135, 135, 135]"
398,"['CH3_001_output/center/1479422983265345984.jpg', 'CH3_001_output/center/1479422983566885541.jpg', 'CH3_001_output/center/1479422983815427413.jpg']","[-0.0837758034468, -0.0837758034468, -0.0815322897024, -0.07853981852530001, -0.07679449021819999, -0.07679449021819999, -0.07679449021819999, -0.0754481258934, -0.0750491544604, -0.07371180004889999, -0.0711127405813, -0.0667493596426, -0.0628318563104, -0.0628318563104, -0.0628318563104, -0.0610865242779, -0.0610865242779, -0.0642544795242, -0.06457718461749999, -0.0633116308717, -0.057160826152, -0.0558505356312, -0.0558505356312, -0.0558505356312, -0.054105207324]","[0.0, 4.1085998783041555, 7.409540548784221, 7.8408565457691175, 8.711437212165833, 9.50796768793779, 9.932615685413172, 10.72914610462811, 11.525751226943697, 11.95039922537159, 12.746929558909983, 13.543534595233245, 13.96818259435407, 14.764712835611205, 15.56124305056434, 15.98589104889865, 16.78249593906423, 17.579026066461008, 18.003674062967526, 18.80027886745276, 19.59680890461911, 20.021456903078313, 20.817986886779156, 21.614591574067802, 22.03923957100156, 22.835769464111564, 23.632374063042693]","[133, 133, 133, 133, 133, 133, 133, 133, 133, 134, 134, 134, 135, 135, 135, 135, 135, 134, 134, 135, 135, 135, 135, 135, 136]"
399,"['CH3_001_output/center/1479422986065739998.jpg', 'CH3_001_output/center/1479422986316446362.jpg', 'CH3_001_output/center/1479422986615810213.jpg']","[-0.10658310567500001, -0.110958433454, -0.11344639957000001, -0.11344639957000001, -0.11344639957000001, -0.11344639957000001, -0.107902119995, -0.0864759370871, -0.056579973931, -0.0310974183078, -0.026250284523099996, -0.034101911442400004, -0.0347658088049, -0.0224665942641, -0.0050949834965200004, 0.00174532923847, -0.00022204991547499997, -0.00441150840303, -0.00523598771542, -0.00523598771542, -0.00349065847695, -0.00262800865267, -0.00174532923847, -0.00174532923847, 0.0]","[0.0, 3.6108391676337313, 7.274444721161032, 8.071048302013043, 9.114430702716994, 9.591810436702534, 10.388413901025066, 10.813061899459425, 11.609590573088134, 12.406119214343379, 12.830767211689423, 13.627364596152411, 14.140493353046244, 14.714250742302598, 15.51085397127402, 15.935501969637615, 16.732030408281492, 17.528558818344784, 17.95320681614079, 18.749809903626954, 19.174457900638533, 19.970986193148423, 20.76758919022487, 21.560012387715926, 22.362736089902356, 22.832746517331184, 23.62927463434715]","[130, 130, 130, 130, 130, 130, 130, 132, 135, 138, 138, 138, 137, 139, 140, 141, 141, 140, 140, 140, 141, 141, 141, 141, 141]"
400,"['CH3_001_output/center/1479422988966247844.jpg', 'CH3_001_output/center/1479422989266276085.jpg', 'CH3_001_output/center/1479422989516322330.jpg']","[-0.0209439508617, -0.0209439508617, -0.0209439508617, -0.020336976244700003, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0191986225545, -0.0174532923847, -0.0157079640776, -0.00935366064946, -0.0020597622121, 0.00229950580869, 0.006646580083710001, 0.00645399285026, 0.00523598771542, 0.00523598771542, 0.00385217135015, 0.000734867269292, -0.0048633043918300005, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0104719754308]","[0.0, 4.035554881261348, 7.274507171049995, 7.699155169526349, 8.49575697420717, 9.277320034766884, 9.702339044672632, 10.498866027991827, 10.923514026855914, 11.720115685270049, 12.144763682870561, 12.94129054832631, 13.365938545730536, 14.162540088549433, 14.959066868361868, 15.383714866350212, 16.180241587892287, 16.604889585835522, 17.401490981882798, 17.411097799574893, 18.21540232105983, 18.64067586707883, 19.393966416499364, 20.190492963639144, 20.615140960078797, 21.411667446697347, 21.83631544494092]","[139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 139, 140, 141, 141, 142, 142, 141, 141, 141, 141, 140, 140, 140, 140, 140]"
401,"['CH3_001_output/center/1479422991966778143.jpg', 'CH3_001_output/center/1479422992266910522.jpg', 'CH3_001_output/center/1479422992567258259.jpg']","[0.0104719754308, 0.0104719754308, 0.0119945617192, 0.0104719754308, 0.0104719754308, 0.012217304669299999, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.008726646192370001, 0.00773882532409, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.0069813169539, 0.008726646192370001]","[0.0, 4.035473216501158, 7.69913706555576, 8.227175905416694, 8.783913992823837, 9.580439285257253, 10.005087284603313, 10.801687253663054, 11.226335252225265, 12.022860430790539, 12.447508429307923, 13.244108283053723, 14.04063337176165, 14.465281369124583, 15.261806404848935, 15.686454403385493, 16.48305411098272, 16.907702109844, 17.704227023881128, 18.500826644619355, 18.925474642695747, 19.72199947236205, 20.14664747024253, 20.943172240005335, 21.36782023905949, 22.164419685027198, 22.960944366705274]","[142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142, 142]"
402,"['CH3_001_output/center/1479422994967379373.jpg', 'CH3_001_output/center/1479422995267377212.jpg', 'CH3_001_output/center/1479422995517550987.jpg']","[0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.00174532923847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00672731563858, -0.0134096371232, -0.020673606623500002, -0.0226892810315, -0.0226892810315, -0.0226892810315, -0.0226899043634, -0.026179939508400002, -0.026179939508400002, -0.023836139101700002]","[0.0, 4.035541020121944, 7.140353083675447, 7.565001081709853, 8.361524687933642, 8.948280433703788, 9.450992385344206, 10.247515904524434, 10.925280691874535, 11.722294530588462, 12.317694505488173, 13.11421787939581, 13.91074122309099, 14.335389221381321, 15.13198724143412, 15.556624107242117, 16.35314733302269, 17.149745264895888, 17.57439326183671, 18.370916400997324, 18.795564399481627, 19.59208748186365, 20.388685269586595, 20.813333268546238, 21.609856263349965, 22.034504261526173, 22.83110193185736]","[141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 141, 140, 140, 139, 139, 139, 139, 139, 138, 138, 139]"
403,"['CH3_001_output/center/1479422997767901648.jpg', 'CH3_001_output/center/1479422998067893625.jpg', 'CH3_001_output/center/1479422998267810642.jpg']","[-0.024434609338599998, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.0264515806471, -0.026787081982700002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.026179939508400002, -0.024434609338599998, -0.0233466926933, -0.0222035083055, -0.0209439508617, -0.0209439508617, -0.0209439508617]","[0.0, 4.035448140460098, 7.137365141045264, 7.56201313805782, 8.358609730923249, 8.783257728261093, 9.86742779170584, 10.66402426754508, 11.088672264643373, 11.885193948158186, 12.681715606131199, 13.106363604294579, 13.902959935116593, 14.798902661279156, 15.358129743435063, 16.154725957680864, 16.579373955450706, 17.37589537652821, 18.172416768805903, 18.597064766640838, 19.598859054033756, 20.457901756468107, 20.882549754214814, 21.67914570627702, 22.103793703869716, 22.900314865214117, 23.696835997050226]","[138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 138, 139, 139, 139, 139, 139]"
404,"['CH3_001_output/center/1479423000518233616.jpg', 'CH3_001_output/center/1479423000818317260.jpg', 'CH3_001_output/center/1479423001068362034.jpg']","[0.0226892810315, 0.0226892810315, 0.0201046179789, 0.0158263534203, 0.00799311073595, -0.00225809952905, -0.011286646163500001, -0.0156290722102, -0.0157079640776, -0.0157079640776, -0.0157079640776, -0.0191027184427, -0.024215757267900002, -0.0380694072933, -0.04514456128, -0.0471238903701, -0.0471238903701, -0.045378562063, -0.045378562063, -0.045378562063, -0.045378562063, -0.045378562063, -0.045378562063, -0.0471238903701, -0.045378562063]","[0.0, 4.035526816426126, 7.668691341850124, 8.465205461581796, 8.88985346051783, 9.6864481885874, 10.111096187000141, 10.907616124430342, 11.70413603361889, 12.128784030727592, 12.92537861434734, 13.35002661226111, 14.146546405451984, 14.943140900613367, 15.367788899003466, 16.164308604902306, 16.948516471415637, 17.781558522226028, 18.206206519595003, 19.002800812132303, 19.799320340699573, 20.223968338873203, 21.02056254368463, 21.44521054133506, 22.24172995663146, 23.038249341297647, 23.46289733975278]","[143, 143, 143, 143, 142, 141, 140, 139, 139, 139, 139, 139, 139, 137, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136, 136]"
405,"['CH3_001_output/center/1479423003318742783.jpg', 'CH3_001_output/center/1479423003618816943.jpg', 'CH3_001_output/center/1479423003868977505.jpg']","[0.0069813169539, 0.005626232829550001, 0.00746228511525, 0.008726646192370001, 0.008726646192370001, 0.0069813169539, 0.00306128027894, 0.000432952305893, -0.00174532923847, -0.000447236863879, 0.00257436396407, 0.0112837399012, 0.0139626339078, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.012217304669299999, 0.0143073540674, 0.0191986225545, 0.024434609338599998, 0.026848871104000003, 0.0324149755326, 0.0431943363463, 0.056815358397000006]","[0.0, 4.035519798914009, 7.516058082160643, 7.9407060799413784, 8.737224358748804, 9.161872357334895, 9.958465310342918, 10.398204367793031, 11.100738618049444, 11.89725675203291, 12.321904749792592, 13.118497557002064, 13.54314555593664, 14.339663570488794, 14.76431156953101, 15.56090426019775, 16.62646979832385, 17.07498455609751, 17.87150239754052, 18.29615039667059, 19.092742912747244, 19.51739091057418, 20.313908634558924, 21.110501063193528, 21.53514906271582, 22.331666702248416, 22.75631470135776]","[142, 142, 142, 142, 142, 142, 141, 141, 141, 141, 141, 142, 142, 142, 142, 142, 142, 142, 142, 143, 143, 144, 144, 145, 147]"
406,"['CH3_001_output/center/1479423006269271464.jpg', 'CH3_001_output/center/1479423006569391404.jpg', 'CH3_001_output/center/1479423006869373301.jpg']","[0.0502811635499, 0.0364916968207, 0.0261163128027, 0.0217563718278, 0.0191986225545, 0.017342612161099998, 0.008599745539790002, 0.000836044789473, -0.0035491918128, -0.00962407278719, -0.0104719754308, -0.0104719754308, -0.0104719754308, -0.0062969239368, 0.010629983797899999, 0.034810274453500004, 0.061542845144499994, 0.069813169539, 0.0681023229617, 0.0620036582744, 0.057595863938300004, 0.0550357597577, 0.0506757487354, 0.041223235489599996, 0.024734620696700002]","[0.0, 4.035501534006225, 7.582252089804126, 7.918145572387303, 8.714662102616176, 9.139310101166561, 9.935901306305329, 10.360549304661319, 11.157065717317852, 11.581713717630773, 12.378230076577442, 12.802878074998148, 13.599469105831439, 14.02411710505786, 14.82063334531045, 15.155780993076004, 15.835664442047262, 16.260312438970665, 17.056828591882972, 17.51478195838411, 18.172626441314815, 18.969217239955878, 19.393865237053948, 20.190381245168748, 20.615029243072588, 21.288995724397363, 21.71364372219123]","[146, 145, 144, 143, 143, 143, 142, 141, 141, 140, 140, 140, 140, 140, 142, 144, 147, 148, 148, 147, 147, 146, 146, 145, 143]"
