,X,steering_angles,travelled_dist,y
1257,"['CH3_002_output/center/1480707851625386924.jpg', 'CH3_002_output/center/1480707851875370514.jpg', 'CH3_002_output/center/1480707852175342822.jpg']","[0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542, 0.00523598771542]","[0.0, 3.5260441895827377, 7.526524898620429, 8.32170633176928, 8.746354328526538, 9.541535702510904, 9.966183699994684, 10.76143952269061, 11.610735519267653, 12.40591674678813, 12.830564744768337, 13.625820420810062, 14.421001558796178, 14.845649557406352, 15.640830639572348, 16.490126635286238, 17.28538213696045, 17.710030135065665, 18.50521106874727, 18.929859066320546, 19.725114450155807, 20.149762448303065, 21.10111984206928, 21.701941042935434, 22.49712177678353, 22.92176977342445, 23.717024952917]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831]"
1258,"['CH3_002_output/center/1480707854475901989.jpg', 'CH3_002_output/center/1480707854775929120.jpg', 'CH3_002_output/center/1480707855075998468.jpg']","[0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.0104719754308, 0.012213199587100002, 0.012217304669299999, 0.013946374602299999, 0.0157079640776, 0.0174532923847, 0.0182834090662]","[0.0, 3.9475627647501943, 7.4633220530948226, 7.923897584781328, 8.348545583022451, 9.143799594600907, 9.568447592462972, 10.363627036247225, 10.788275034467512, 11.583528929064782, 12.008176928227938, 12.80335625484626, 13.228004252364686, 14.023183523681062, 14.735579604009919, 15.421760430764722, 16.172739624107606, 17.024488477531694, 17.449136475753033, 18.244390048458328, 18.669038047622593, 19.093686045093083, 19.88886502219876, 20.31351301954733, 21.108691939225572, 21.533339938518576, 22.328593304971136]","[831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 831, 832, 832, 832, 832]"
1259,"['CH3_002_output/center/1480707857626438991.jpg', 'CH3_002_output/center/1480707857976444477.jpg', 'CH3_002_output/center/1480707858276500804.jpg']","[0.024434609338599998, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0226892810315, 0.0209439508617, 0.0209439508617, 0.0209439508617, 0.0191986225545, 0.0191986225545, 0.0178415543929, 0.0174532923847, 0.0188013694794, 0.0226892810315, 0.0226892810315, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.026179939508400002, 0.0279252678156, 0.0279252678156, 0.0279252678156, 0.029670597985400005]","[0.0, 4.084200426453882, 7.3250437190582485, 7.999063645304681, 8.423711643888776, 9.218889305661692, 9.643537304451687, 10.068185302173676, 10.863437385182444, 11.28808538363161, 12.033214124324168, 12.41578874645905, 12.462598321371196, 13.257775780921179, 13.68242377919757, 14.107060645122802, 14.902312524064852, 15.326960523850808, 15.999255893301255, 16.4239038901392, 16.84855188823973, 17.643803650202898, 18.068451648550436, 18.487043901484228, 19.584014363895484, 20.379191500425407, 21.228487496507814]","[833, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 832, 833, 833, 833, 833, 833, 833, 833, 833, 833]"
1260,"['CH3_002_output/center/1480707861427097312.jpg', 'CH3_002_output/center/1480707861877138231.jpg', 'CH3_002_output/center/1480707862277333070.jpg']","[0.0348646130359, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.033161256462300004, 0.0314159281552, 0.0297093249986, 0.0253134000725, 0.015915240471, 0.00440595390878, -0.0016958431786400002, -0.00523598771542, -0.00349065847695, 0.0025193624456700003, 0.00512844393107, 0.0102184777433, 0.012217304669299999, 0.012217304669299999, 0.0139626339078, 0.0139626339078, 0.012217304669299999]","[0.0, 3.6595471968137008, 7.127463074590661, 7.92271355042761, 7.92271355042761, 8.347361550471822, 9.142537462847798, 9.142537462847798, 9.567185460141967, 9.750305946424382, 10.398083905560972, 10.82273190327735, 10.82273190327735, 11.617982204720857, 11.617982204720857, 12.042630203276318, 12.46727820113252, 13.139571666039394, 14.359469848993765, 15.208765845053938, 15.881059174800324, 16.730355170424147, 17.525530700194974, 18.622560013628735, 19.471856011120174, 20.144149132733766, 21.788694991484228]","[834, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 833, 832, 831, 830, 830, 830, 830, 831, 831, 831, 831, 832, 832, 831]"
1261,"['CH3_002_output/center/1480707866427940727.jpg', 'CH3_002_output/center/1480707866878139259.jpg', 'CH3_002_output/center/1480707867278750590.jpg']","[-0.027359452383500002, -0.028691635243599998, -0.034742794792, -0.0366519130766, -0.0292496931789, -0.020543561013599998, -0.0100018632736, -0.0073850252068100005, -0.0219945878792, -0.0559550169553, -0.10390260588300002, -0.142574086502, -0.166467814316, -0.168842196555, -0.146174774536, -0.108143238731, -0.0641376592036, -0.0366519130766, -0.0367788726433, -0.0417665543403, -0.0364268742835, 0.0058066579263299995, 0.07642844904289998, 0.09433117732219999, 0.06949123481089998]","[0.0, 4.26308683173716, 7.127454117390772, 7.552102114726864, 8.224393889436598, 8.64904188788714, 9.073689886319615, 9.746069714033087, 10.170706580453693, 10.59535457819557, 11.267646214887854, 11.69229421368803, 12.116942209897658, 12.78923377490342, 13.213881774278738, 13.638529773219133, 13.638529773219133, 14.433778321028841, 14.858426320064169, 15.653600301565158, 16.07824830006976, 17.1752757481821, 17.599923746781652, 18.696863000921375, 19.546158998098694, 20.34133277696997, 21.561229002379584]","[827, 827, 827, 826, 827, 828, 829, 829, 828, 825, 820, 816, 813, 813, 816, 819, 824, 826, 826, 826, 826, 831, 838, 840, 837]"
1262,"['CH3_002_output/center/1480707870428664261.jpg', 'CH3_002_output/center/1480707870778705713.jpg', 'CH3_002_output/center/1480707871128707489.jpg']","[0.0366519130766, 0.0366519130766, 0.0366519130766, 0.0366519130766, 0.038397245109099996, 0.0401425734162, 0.0401425734162, 0.0407017631785, 0.0532482806714, 0.07703033666410002, 0.117253629962, 0.141749888518, 0.152907804248, 0.153067213837, 0.151843652129, 0.151843652129, 0.151843652129, 0.151843652129, 0.151843652129, 0.151843652129, 0.151843652129, 0.15137581018, 0.150098308921, 0.150098308921, 0.150098308921]","[0.0, 3.659611451654778, 7.620926583314172, 8.045574581353584, 8.470222578805538, 9.265395073806014, 9.690043070984533, 10.485290012637423, 10.909938010871603, 11.705110385781898, 12.129758384896796, 12.554406381901488, 13.349578671987468, 13.774226670985984, 14.569473407508573, 14.994121406122103, 15.789293579049932, 16.21394157682778, 17.00918819655444, 17.43382506323366, 17.85847306152083, 18.65364508774504, 19.0782930850216, 19.87346505428548, 20.298113051921558, 21.09335946753711, 21.518007466053987]","[834, 834, 834, 834, 834, 834, 834, 834, 835, 838, 842, 844, 845, 845, 845, 845, 845, 845, 845, 845, 845, 845, 845, 845, 845]"
1263,"['CH3_002_output/center/1480707873629326369.jpg', 'CH3_002_output/center/1480707873929321853.jpg', 'CH3_002_output/center/1480707874229295724.jpg']","[0.0391980169285, 0.0660708191025, 0.0982216204404, 0.128102106326, 0.13892971633099999, 0.139626339078, 0.13788101077099998, 0.135986692389, 0.131621747395, 0.127275368686, 0.125663712621, 0.125663712621, 0.123918376863, 0.12404403748199999, 0.127409040928, 0.127409040928, 0.127409040928, 0.127409040928, 0.127409040928, 0.127409040928, 0.127409040928, 0.130963977262, 0.13357215303, 0.134447096893, 0.136135682464]","[0.0, 3.706415504770998, 7.365946465487351, 8.161117178041145, 8.585765176112826, 9.380935828219886, 9.805583826130055, 10.600828926813087, 11.594426326315538, 12.076870295484097, 12.872115278998884, 13.296763277418867, 14.091933697539778, 14.516581694692407, 15.311752059338875, 15.736400056739711, 16.531644865299157, 17.32681513820345, 17.751463136605967, 18.546707857937633, 18.97135585506562, 19.76652601101095, 20.204228003266895, 20.948827633491867, 21.9864910302908, 22.411139028345715, 23.206309010858728]","[834, 837, 840, 843, 844, 844, 844, 844, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 844, 844, 844]"
1264,"['CH3_002_output/center/1480707876529756489.jpg', 'CH3_002_output/center/1480707876829836856.jpg', 'CH3_002_output/center/1480707877079759535.jpg']","[0.130899697542, 0.130899697542, 0.130899697542, 0.130899697542, 0.12915436923499998, 0.128484202969, 0.127409040928, 0.12326269195999999, 0.11889656647399999, 0.1156828341, 0.111701071262, 0.111701071262, 0.111701071262, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001]","[0.0, 3.9496702517004323, 7.184547925047334, 7.9797913894197015, 8.774960320794827, 9.199608319522712, 9.994771247338754, 10.419419244687973, 11.214662564421994, 12.061700574153946, 12.395723900876353, 13.190892629331978, 13.986135831061167, 14.410783829044563, 15.205952466887158, 16.00119558042568, 16.42584357856241, 17.221012129282087, 18.016180649814856, 18.440828648689564, 19.23607161699989, 19.69831051070763, 20.346482996307145, 21.141725877302793, 21.566373875168306, 22.361542192192843, 23.15671048109033]","[843, 843, 843, 843, 843, 843, 843, 842, 842, 842, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841]"
1265,"['CH3_002_output/center/1480707879430300679.jpg', 'CH3_002_output/center/1480707879730806150.jpg', 'CH3_002_output/center/1480707880030282760.jpg']","[0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262, 0.111701071262]","[0.0, 4.030115235040024, 7.216676755314586, 8.011918584897238, 8.695010871112094, 8.998621890355054, 9.793789155803838, 10.58903089718113, 11.01367889631129, 11.808846074226542, 12.604013223583607, 12.604013223583607, 13.39925484788858, 14.194421936877092, 14.61906993485798, 15.414311471545345, 16.101872187658795, 16.382384545624625, 17.17755151974018, 17.602199518148588, 18.39744093804988, 19.192607823683257, 19.192607823683257, 19.98784918649672, 20.783016011618873, 21.207664009287836, 22.002830779956707]","[841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 841]"
1266,"['CH3_002_output/center/1480707882530718832.jpg', 'CH3_002_output/center/1480707882830760253.jpg', 'CH3_002_output/center/1480707883182669647.jpg']","[0.111701071262, 0.111701071262, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.11344639957000001, 0.115047760525, 0.11693705618400001, 0.120256666404, 0.12217304855599999, 0.12373272072699999, 0.123918376863, 0.125663712621, 0.127409040928, 0.127409040928, 0.12915436923499998, 0.12915436923499998, 0.12915436923499998, 0.130899697542, 0.130899697542, 0.130899697542, 0.13264502584899998, 0.13264502584899998, 0.13264502584899998]","[0.0, 3.907225461889305, 7.68102506826108, 8.387817119351187, 8.812465116843851, 9.607630983245524, 10.27991277134036, 10.70456076894146, 11.499801078982275, 11.520862206022505, 12.298302981782824, 13.09354323575971, 13.09354323575971, 13.888708951496792, 14.683874640038018, 14.683874640038018, 15.479108859838501, 16.274274490821345, 16.274274490821345, 17.069514595146796, 17.494162593305486, 18.166444037810024, 18.961609581053114, 19.386257578318837, 20.05862707525108, 20.853792557448834, 21.682059758488712]","[841, 841, 841, 841, 841, 841, 841, 842, 842, 842, 842, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843]"
1267,"['CH3_002_output/center/1480707885931451869.jpg', 'CH3_002_output/center/1480707886282168607.jpg', 'CH3_002_output/center/1480707886582608513.jpg']","[0.125250286873, 0.12098476178300001, 0.11808605643799999, 0.11693705618400001, 0.11693705618400001, 0.11693705618400001, 0.11693705618400001, 0.115191727877, 0.111701071262, 0.110573101626, 0.10995574295499999, 0.108857792476, 0.108210414648, 0.108210414648, 0.10297442227600001, 0.10297442227600001, 0.10102713614600001, 0.0949068847594, 0.08901178836819999, 0.08901178836819999, 0.0886345154246, 0.086895493394, 0.0862263079318, 0.0837758034468, 0.0859551188701]","[0.0, 3.7843495608617856, 7.14397613704706, 7.93921533609237, 7.93921533609237, 8.734380002414861, 9.52954463775053, 9.52954463775053, 10.324777805786868, 10.997058109979557, 11.421706108650755, 12.094074500027448, 12.51872249849244, 13.19100273356722, 13.986167253850681, 13.986167253850681, 14.781406248992475, 15.576570709250916, 15.576570709250916, 16.371809646289666, 17.04408974323037, 17.46873774178966, 18.141017804867616, 18.936256683144737, 19.73142102786961, 20.403789142978333, 21.500717100261763]","[843, 842, 842, 842, 842, 842, 842, 842, 841, 841, 841, 841, 841, 841, 840, 840, 840, 840, 839, 839, 839, 839, 839, 839, 839]"
1268,"['CH3_002_output/center/1480707889331914464.jpg', 'CH3_002_output/center/1480707889681967102.jpg', 'CH3_002_output/center/1480707889981969793.jpg']","[0.07853981852530001, 0.07853981852530001, 0.07853981852530001, 0.07853981852530001, 0.07679701637160001, 0.07924048115349999, 0.0820304751396, 0.08621889084289999, 0.08901178836819999, 0.08901178836819999, 0.0874690287857, 0.0855211317539, 0.0889392486115, 0.0938178060269, 0.104040129148, 0.109484718303, 0.10839709685, 0.10995574295499999, 0.116508107468, 0.12460658160999999, 0.132111108222, 0.14081408638, 0.144862323999, 0.147791381545, 0.150098308921]","[0.0, 4.15484714332407, 7.514469166844889, 8.186836486723578, 8.611484485279117, 9.283763647570783, 10.079001766135653, 10.079001766135653, 10.874165354617435, 11.546444449965827, 11.971092447546926, 12.64345962672273, 13.438617209524802, 14.110984357011992, 14.53563235382471, 15.207911345796502, 16.00307481301373, 16.00307481301373, 16.79831275586931, 17.47059168089808, 18.265829595877374, 18.265829595877374, 19.06099297465151, 19.733271828880575, 20.157919826586543, 20.83028676682136, 21.62545008980069]","[838, 838, 838, 838, 838, 838, 838, 839, 839, 839, 839, 839, 839, 840, 841, 841, 841, 841, 842, 843, 843, 844, 845, 845, 845]"
1269,"['CH3_002_output/center/1480707892582680274.jpg', 'CH3_002_output/center/1480707892882754557.jpg', 'CH3_002_output/center/1480707893182663869.jpg']","[0.11344639957000001, 0.111701071262, 0.1105260871, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.10995574295499999, 0.108820486518, 0.10471975803400001, 0.101848784872, 0.0986362977647, 0.09599310904740001, 0.0957651178157, 0.0942477807403, 0.09250245243310001, 0.09250245243310001, 0.090757124126, 0.090757124126, 0.08901178836819999, 0.08901178836819999, 0.0884171980109, 0.086570630676, 0.0837758034468, 0.07996227756860001]","[0.0, 3.6614700537132663, 7.3916776194693785, 7.3916776194693785, 8.063955779763607, 8.859193050992026, 9.53147118067088, 9.956119180598847, 10.628485395104954, 11.300763486381971, 12.095926194782853, 12.095926194782853, 12.891163379521426, 13.563441403357304, 14.235719426403241, 14.743140117174722, 15.137747643904394, 15.932910265517817, 16.605276341597005, 17.277554297304683, 17.702202295744257, 18.37448021630472, 19.1697172829501, 19.84199516707384, 19.84199516707384, 20.637232204806505, 21.309510058814887]","[841, 841, 841, 841, 841, 841, 841, 841, 841, 841, 840, 840, 840, 840, 840, 839, 839, 839, 839, 839, 839, 839, 839, 839, 838]"
1270,"['CH3_002_output/center/1480707895783249513.jpg', 'CH3_002_output/center/1480707896083266508.jpg', 'CH3_002_output/center/1480707896433368919.jpg']","[0.122269070721, 0.121198145966, 0.120427720249, 0.120427720249, 0.122038479315, 0.125414706973, 0.127252729358, 0.127409040928, 0.127409040928, 0.125663712621, 0.12272141217299999, 0.123221958173, 0.120623521402, 0.12286207145099999, 0.123918376863, 0.127409040928, 0.127409040928, 0.123918376863, 0.123918376863, 0.127409040928, 0.127409040928, 0.127409040928, 0.12590002994000002, 0.125663712621, 0.123918376863]","[0.0, 3.567276020229787, 7.378962610760353, 8.174124704874963, 8.846402038216574, 9.233871357268558, 9.74523397409422, 10.417511274070879, 11.08987669273308, 11.885038730448183, 12.557315994878282, 12.557315994878282, 13.229681379672527, 14.024843386188438, 14.697208737118213, 15.369485966391451, 15.794133964719245, 16.466411157560238, 17.138776473836298, 17.811053669135102, 18.60629012265171, 18.60629012265171, 19.27856728330025, 19.950844444338454, 20.74608086918177, 21.418357995463086, 21.418357995463086]","[842, 842, 842, 842, 842, 843, 843, 843, 843, 843, 842, 842, 842, 842, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843, 843]"
1271,"['CH3_002_output/center/1480707898983588917.jpg', 'CH3_002_output/center/1480707899333625765.jpg', 'CH3_002_output/center/1480707899583779386.jpg']","[0.05934119597080001, 0.05934119597080001, 0.057595863938300004, 0.057595863938300004, 0.057595863938300004, 0.057595863938300004, 0.0558505356312, 0.054105207324, 0.054105207324, 0.054105207324, 0.0526331151166, 0.054105207324, 0.054105207324, 0.0512301869041, 0.0486183132988, 0.04313199674, 0.0401425734162, 0.0401425734162, 0.0418879017234, 0.0418879017234, 0.0401425734162, 0.0401425734162, 0.038397245109099996, 0.0345491041283, 0.024111917714999997]","[0.0, 4.156810367554656, 7.08808638125843, 7.760451317368737, 8.555612943680158, 8.555612943680158, 9.227889726631723, 9.900254627983161, 10.57253140667928, 11.367767509574916, 12.04004425530037, 12.712320999844122, 12.712320999844122, 13.384685866431218, 14.17984743449678, 14.852212266827705, 15.5244889803602, 16.19676569221139, 16.86913052414114, 17.293778521427686, 17.966055198523133, 18.63833187354434, 19.310696671215354, 19.982973345838232, 20.778209362010838, 21.4504860070205, 21.4504860070205]","[836, 836, 836, 836, 836, 836, 836, 836, 836, 836, 835, 836, 836, 835, 835, 834, 834, 834, 834, 834, 834, 834, 834, 834, 833]"
1272,"['CH3_002_output/center/1480707902084230124.jpg', 'CH3_002_output/center/1480707902384153003.jpg', 'CH3_002_output/center/1480707902684279805.jpg']","[-0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.012217304669299999, -0.0104719754308, -0.0104719754308, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.008726646192370001, -0.00540756469744, 0.00660355066583, 0.0184231779697, 0.0226892810315, 0.021137948494199997, 0.0150645534319, 0.0106985405587, 0.0104719754308, 0.0104719754308]","[0.0, 4.156706270384195, 7.641135907238658, 8.167307407045039, 8.313412306375723, 8.985776827270406, 9.780938105379692, 10.453302594483807, 11.12557895807576, 11.797855324522997, 11.797855324522997, 12.47021980908451, 13.265381057610318, 13.937745509488744, 14.610021841676712, 15.28229817307662, 15.28229817307662, 15.95466262751987, 16.74982384529812, 17.422188262915327, 18.094464557877963, 18.7667408545171, 18.7667408545171, 19.5619765485882, 20.23425281147227, 20.906617193935922, 21.578893456709235]","[829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 829, 830, 831, 832, 832, 832, 832, 831, 831, 831]"
1273,"['CH3_002_output/center/1480707905284799195.jpg', 'CH3_002_output/center/1480707905634918606.jpg', 'CH3_002_output/center/1480707905884905644.jpg']","[-0.044896086770900005, -0.045763084372300006, -0.048529269252599996, -0.050980777230199996, -0.055342363127499995, -0.059698034890700004, -0.0640579477771, -0.0666654749491, -0.0692799647391, -0.0736395502768, -0.0779887479338, -0.0805994334346, -0.0855211317539, -0.08726646006110002, -0.08901178836819999, -0.0917509495411, -0.0965616132009, -0.10471975803400001, -0.110482020606, -0.115191727877, -0.11693705618400001, -0.12329836233899999, -0.13944132289, -0.152296959244, -0.184102087275]","[0.0, 4.15670397933613, 7.186477930989531, 7.858753951270475, 8.283401950094477, 8.955677934051637, 9.62804204105265, 10.30031802707815, 10.30031802707815, 10.972682133683024, 11.767843060744111, 11.767843060744111, 12.440119012014597, 13.112483083971206, 13.784759035738292, 13.784759035738292, 14.579994437584675, 15.252270352526887, 15.357222591273954, 15.924546269539137, 16.596910306737893, 17.269186223853897, 17.6938342218459, 19.03847410704716, 19.710749990194437, 20.50598533323846, 21.17826117916809]","[826, 826, 825, 825, 825, 824, 824, 823, 823, 823, 822, 822, 822, 821, 821, 821, 820, 820, 819, 819, 818, 818, 816, 815, 812]"
1274,"['CH3_002_output/center/1480707908985560642.jpg', 'CH3_002_output/center/1480707909385480086.jpg', 'CH3_002_output/center/1480707909735479437.jpg']","[-0.23736478388300003, -0.23736478388300003, -0.238951696423, -0.243315545584, -0.245927538268, -0.246091425419, -0.246091425419, -0.246091425419, -0.246091425419, -0.246091425419, -0.246091425419, -0.246091425419, -0.249395486265, -0.250261442637, -0.251327425241, -0.251327425241, -0.251327425241, -0.251327425241, -0.251327425241, -0.246084958319, -0.189694335476, -0.105928269332, -0.06401486359400001, -0.0855324631753, -0.0904085521621]","[0.0, 3.786202166657019, 7.324688359651779, 7.324688359651779, 7.9970519829040105, 8.42169997998983, 9.093975448196025, 9.093975448196025, 9.766339035803274, 9.766339035803274, 10.561499525864106, 10.561499525864106, 11.233774959317001, 11.233774959317001, 11.920096666468119, 12.207032120852274, 12.879307519659646, 13.551582913823317, 14.648594399074714, 15.32086976105743, 16.11610466605033, 16.78837999574542, 17.885303291163602, 18.557666706401324, 19.35282704989, 20.44982729491398, 21.122102520853495]","[806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 806, 805, 805, 805, 805, 805, 805, 805, 806, 811, 820, 824, 822, 821]"
1275,"['CH3_002_output/center/1480707914236380455.jpg', 'CH3_002_output/center/1480707914886646218.jpg', 'CH3_002_output/center/1480707915736575632.jpg']","[-0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.115191727877, -0.11178780036800001, -0.10666881325899999, -0.0977384373546, -0.0977384373546, -0.09250245243310001, -0.0761927149941, -0.0750491544604, -0.0750491544604, -0.0750491544604, -0.0750491544604, -0.291284943664, -0.31415927410100003, -0.31415927410100003, -0.31415927410100003, -0.317649930716, -0.33161255717300003]","[0.0, 3.5385714826971935, 7.1999396587316795, 7.1999396587316795, 7.1999396587316795, 7.614813060417556, 7.872214333609932, 7.872214333609932, 7.872214333609932, 8.296862332122794, 8.96922509175904, 8.96922509175904, 8.96922509175904, 9.641499728135921, 10.738510451950757, 11.533670210775673, 12.63059277889124, 13.302955434274313, 14.399877929457944, 15.07224055058958, 16.169163017782044, 16.875797929696926, 17.690733442977994, 18.787743960351882, 19.460018320507515, 20.132380800564555, 21.229303126230963]","[819, 819, 819, 819, 819, 819, 819, 819, 819, 819, 819, 820, 820, 821, 823, 823, 823, 823, 823, 801, 799, 799, 799, 798, 797]"
1276,"['CH3_002_output/center/1480707930639069902.jpg', 'CH3_002_output/center/1480707931189299240.jpg', 'CH3_002_output/center/1480707931539357105.jpg']","[-0.12342330638, -0.12217304855599999, -0.118682391942, -0.118682391942, -0.119152880653, -0.128392493859, -0.14714739653, -0.16893569065400002, -0.19025757518599998, -0.20638381389600002, -0.218588439262, -0.221656814218, -0.221656814218, -0.221656814218, -0.221656814218, -0.223402142525, -0.223402142525, -0.221656814218, -0.21991148590999998, -0.21991148590999998, -0.21991148590999998, -0.21816615760299998, -0.21816615760299998, -0.21816615760299998, -0.21816615760299998]","[0.0, 4.154835446506172, 7.14391225150941, 7.816273974089417, 7.816273974089417, 8.240921973394489, 8.913195538857927, 9.33784353621962, 10.01020518929898, 10.434853188459055, 11.107126687279322, 11.53177468523327, 12.204048149409974, 12.482111491417172, 13.170266359848217, 13.170266359848217, 13.965425126154859, 13.965425126154859, 14.760658365396557, 15.555817070906489, 16.350975749927564, 17.146208900993237, 17.941367522025953, 18.736600615826244, 19.531759178137914, 20.32691771007996, 21.122150716329582]","[818, 818, 818, 818, 818, 817, 815, 813, 811, 809, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808, 808]"
1277,"['CH3_002_output/center/1480707934742646372.jpg', 'CH3_002_output/center/1480707935089796924.jpg', 'CH3_002_output/center/1480707935440033322.jpg']","[-0.125640697841, -0.125663712621, -0.125663712621, -0.125663712621, -0.125663712621, -0.123918376863, -0.123918376863, -0.12646223816500002, -0.127409040928, -0.12915436923499998, -0.130809601546, -0.135165509442, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998, -0.13788101077099998]","[0.0, 3.9071910565363477, 7.691421559046069, 8.11606955782841, 8.788429794580448, 9.21307779189982, 10.008235418073795, 10.008235418073795, 10.803393014199298, 10.803393014199298, 11.598625085528175, 12.023273084540653, 12.695545030498746, 13.120193028416896, 13.915425011920448, 13.915425011920448, 14.710582461600291, 15.505739883522587, 15.505739883522587, 16.300971779674477, 16.725619777495318, 17.397891512596445, 17.822539510477156, 18.61777131900081, 19.4129285943349, 20.50984819291966, 21.729727881951035]","[818, 818, 818, 818, 818, 818, 818, 817, 817, 817, 817, 817, 816, 816, 816, 816, 816, 816, 816, 816, 816, 816, 816, 816, 816]"
1278,"['CH3_002_output/center/1480707938390512629.jpg', 'CH3_002_output/center/1480707938740576055.jpg', 'CH3_002_output/center/1480707939040616091.jpg']","[-0.169296935201, -0.168926857404, -0.167551606894, -0.167551606894, -0.167551606894, -0.167551606894, -0.165806278586, -0.165806278586, -0.165806278586, -0.165806278586, -0.16461869897700002, -0.163748920455, -0.159397237481, -0.15301821364, -0.146022155504, -0.140814972066, -0.134988119452, -0.134390354156, -0.129764481759, -0.117508580169, -0.10944733585699999, -0.10471975803400001, -0.10471975803400001, -0.10471975803400001, -0.107547254189]","[0.0, 4.066088549115343, 7.359432263188333, 7.784080260672519, 8.579236458252506, 9.003884456990106, 9.799115096789716, 9.799115096789716, 10.594271202746103, 11.018919201121705, 11.814069303597456, 11.814069303597456, 12.609299827970183, 13.03394782672105, 13.829103786115805, 14.253751785751513, 14.926109949299397, 15.350757945949574, 16.145913820660788, 16.570561818676044, 17.365717634209965, 17.365717634209965, 17.79036563321444, 18.585595892782663, 19.805399590057874, 20.600629760765653, 21.025277758513333]","[813, 813, 813, 813, 813, 813, 814, 814, 814, 814, 814, 814, 814, 815, 816, 816, 817, 817, 817, 818, 819, 820, 820, 820, 819]"
